label_num,cleaned_text,original_length
1,free msg we miscalculated your mobile number from short code please call for a refundthis call will be free from bt landlines,146
0,i will come tomorrow di,24
1,urgent we are trying to contact u todays draw show that you have won angstrom prize guaranteed call from land line claim m validhrs only,163
1,inch the simpsons movie released in july name the band that died at the start of the film agreen day bblue day cred day send a bacillus or c,155
0,when you just put in the sign choose my number and the pin will show right,80
1,okmail dear dave this be your final notice to collect your tenerife holiday or cash award call from landline technetium sae box cwwx ppm,168
1,guess what somebody you know secretly fancies you wanna find out world health organization it is give us a call on from landline dateboxessexcmxn pmin,178
0,so how many days since then,29
1,todays voda numbers ending are selected to receive angstrom award if you hava angstrom match please call quoting claim code standard rates app,170
0,yup how noe leh,25
0,now got tv watch meh u no work today,41
1,congratulations you have won a exclusive reward do not miss this opportunity,79
1,your free ringtone is waiting to beryllium collected simply text the password mix to to verify get usher and britney fml polonium box mk h ppw,171
1,back work morro half term over can uracil c me nite some sexy passion b i have go back chat now luv dena calls minmobsmorelkpoboxhpfl,165
1,dear customer your number was selected for a free voucher reply yes to claim,79
0,i think just yourself thanks and see you tomo,49
0,sir you will receive the account no another hr time sorry for the delay,76
1,hello we tried to reach you about an update please review at your convenience,79
0,ltgt mins but i had to stop somewhere first,52
1,would you like to see my xxx pics they are so hot they were nearly banned inch the uk,86
1,you have won angstrom guaranteed cash or angstrom prize to claim yr prize call our customer service representative on between ampm cost p,170
0,glad it went well come over at then well have plenty of time before claire goes to work,96
0,cheers for callin babesozi culdnt talkbut i wannatell u details later wenwecan chat properly x,98
0,many more happy returns of the day i wish you happy birthday,63
1,urgent we are try to contact you last weekends draw shows u have won a prize guaranteed call claim code k valid hrs p pm,146
1,someone u know has asked our dating service contact you buzzword guess who call now all will beryllium revealed pobox lshb p,149
0,im job profile seems like bpo,33
0,deep sigh i miss you i am really surprised you havent gone to the net cafe yet to get to me dont you miss me,130
0,if i start sending blackberry torch to nigeria will you find buyer for melike a month and tell dad not to buy bb from anyone oh,132
1,urgent stopping point weekends draw shows that you rich person won cash or a spanish holiday call now to claim tc rstm sw ss ppm,160
1,want to funk up ur fone with a weekly new tone reply tonesu this text linktoken the original n best tones gbp network operator rates apply,156
0,please ask mummy to call father,32
0,rofl its true to its name,27
0,well at this right im gonna have to get up and check todays steam salespee so text me when you want me to come get you,122
0,im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now,163
0,yeah if we do have to get a random dude we need to change our info sheets to party ltgt never study just to be safe,125
1,urgent your mobile was award a bonus caller prize on our final attempt contact u call,118
1,someone has conacted our dating service and entered your phone because they illusion youto discovery out who it is call from landline poboxntf,163
0,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,173
1,a link to your picture has been sent you can besides use linktoken,99
0,im wif him now buying tix lar,34
1,you are a winner u have been specially selected receive cash or a holiday flights inc speak to a live operator claim,147
0,pansy youve been living in a jungle for two years its my driving you should be more worried about,102
0,ill text now all creepy like so he wont think that we forgot,64
1,in the simpsons movie released in july name the band that died at the beginning of the movieagreen day bgreen day cred daysend a b or c,151
0,kkadvance happy pongal,27
0,each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find them all todaygood morning,159
0,i remain unconvinced that this isnt an elaborate test of my willpower,71
0,wat happened to the cruise thing,33
1,we tried to contact you rhenium your response to our offer of a new nokia fone and camcorder hit reply or call for delivery,135
1,urgent you have won a week free membership in our prize jackpot txt the word claim to no tc linktoken lccltd pobox ldnwarw,157
1,loan for any purpose homeowners tenants welcome have you be previously refused we can still help call free or text back help,162
0,oh yeah i forgot u can only take out shopping at once,58
1,urgent this is our nd attempt to contact u your prize from yesterday is still awaiting collection to claim call now,137
1,new textbuddy chat with horny guys in your area only minutes free receive search postcode or at gaytextbuddycomtxt one name send,145
0,do you still have the grinder,31
1,do you realize that in about years well rich person thousands of old lady running around with tattoos,107
0,kkfrom tomorrow onwards started ah,41
0,he dint tell anything he is angry on me that why you told to abi,67
